times,synth_rate
0,0.
0.10000000000000853,0.
0.20000000000000284,7.772731244658396e-7
0.30000000000000426,0.00001684206639785207
0.4000000000000057,0.000041143395872468306
0.5000000000000071,0.00007401208281464947
0.6000000000000085,0.00011597107890114308
0.7000000000000028,0.0001677698147009821
0.8000000000000043,0.00023043233092236544
0.9000000000000057,0.00030532429104559186
1.000000000000007,0.00039424618771290686
1.1000000000000085,0.0004995686357705433
1.2000000000000028,0.0006244186132269224
1.3000000000000043,0.0007729527909785977
1.4000000000000057,0.0009507674324801034
1.500000000000007,0.0011654958848316974
1.6000000000000085,0.0014277615953154014
1.7000000000000028,0.001752648283355237
1.8000000000000043,0.0021621518162858035
1.9000000000000057,0.0026893019892551945
2.000000000000007,0.0033854641045828514
2.1000000000000085,0.004333851781460482
2.200000000000003,0.0056759083484055235
2.3000000000000043,0.007666056439385324
2.4000000000000057,0.010793297893923609
2.500000000000007,0.01607140021818009
2.6000000000000085,0.025776194245963092
2.700000000000003,0.04533678365691737
2.8000000000000043,0.0873020729983264
2.9000000000000057,0.17278864788167067
3.000000000000007,0.31141240611002446
3.1000000000000085,0.47798573845287956
3.200000000000003,0.6375065411228618
3.3000000000000043,0.7703979655956118
3.4000000000000057,0.8708392886666658
3.500000000000007,0.9398024256714026
3.6000000000000085,0.9809129618469983
3.700000000000003,0.9985399225557
3.8000000000000043,0.9969819028101944
3.9000000000000057,0.9801482888849683
4.000000000000007,0.9514600265839771
4.1000000000000085,0.9138458855071003
4.200000000000003,0.8697774658215986
4.300000000000004,0.8213172073983824
4.400000000000006,0.7701682958577545
4.500000000000007,0.7177216493501316
4.6000000000000085,0.6650982743782348
4.700000000000003,0.6131871227664752
4.800000000000004,0.5626786137921167
4.900000000000006,0.5140943362301318
5.000000000000007,0.46781331254144565
5.1000000000000085,0.4240953671388168
5.200000000000003,0.3831017187246247
5.300000000000004,0.34491305011236734
5.400000000000006,0.3095453313661651
5.500000000000007,0.27696351622481763
5.6000000000000085,0.24709334753283813
5.700000000000003,0.21983121698689553
5.800000000000004,0.19505263687759156
5.900000000000006,0.17261899643490317
6.000000000000007,0.15238323539321638
6.1000000000000085,0.134194255302771
6.200000000000003,0.11790042564559483
6.300000000000004,0.10335224590069703
6.400000000000006,0.09040431505849106
6.500000000000007,0.07891676455172277
6.6000000000000085,0.06875623221751483
6.700000000000003,0.05979649630116652
6.800000000000004,0.05191886783185414
6.900000000000006,0.04501236430113364
7.000000000000007,0.03897377950831807
7.1000000000000085,0.03370764551838447
7.200000000000003,0.029126104515627332
7.300000000000004,0.025148780509473598
7.400000000000006,0.021702515252499652
7.500000000000007,0.01872117344013857
7.6000000000000085,0.01614530644860489
7.700000000000003,0.013921807490182384
7.800000000000004,0.012003564633232128
7.900000000000006,0.01034903641759779
8.000000000000007,0.00892179948670041
8.100000000000009,0.007690118435364821
8.200000000000003,0.006626490988158906
8.300000000000004,0.005707177107903213
8.400000000000006,0.004911787390365291
8.500000000000007,0.00422285603555155
8.600000000000009,0.003625463018380438
8.700000000000003,0.003106891538523114
8.800000000000004,0.0026563040021253207
8.900000000000006,0.002264478725672782
9.000000000000007,0.0019235624031375188
9.100000000000009,0.0016268613016995597
9.200000000000003,0.0013686651719434742
9.300000000000004,0.0011440977328362506
9.400000000000006,0.000948987826315471
9.500000000000007,0.0007797632399745907
9.600000000000009,0.0006333612700387056
9.700000000000003,0.0005071552157912133
9.800000000000004,0.0003988908698499431
9.900000000000006,0.00030663725886096116
10.000000000000007,0.0002287430306605349
10.100000000000009,0.00016380162380062234
10.200000000000003,0.00011062262974224457
10.300000000000004,0.00006820820001755705
10.400000000000006,0.00003573447193869715
10.500000000000007,0.0000125363707870128
10.600000000000009,0.
